fuente,id_articulo,titulo,texto_articulo
DECRETO 1079 DE 2015.pdf,2,,"la norma técnica sectorial NTS AV - 009 “Calidad en la prestación del servicio
de transporte turístico terrestre automotor. Requisitos normativos” o la norma
que la modifique, adicione o sustituya para las empresas de Servicio Público de
Transporte Terrestre Automotor Especial habilitadas ante el Ministerio de
Transporte que presten el servicio de transporte turístico y estén inscritas en el
Registro Nacional de Turismo.
Las empresas de Servicio Público de Transporte Terrestre Automotor Especial
interesadas en prestar el servicio de transporte turístico, deberán obtener el
Certificado de Calidad Turística otorgado por un organismo certificador,
entendiéndose por éste un organismo evaluador de la conformidad
debidamente acreditado por el Organismo Nacional de Acreditación de
Colombia – ONAC.
Parágrafo 1°. A partir del 25 de febrero de 2015, las empresas de Servicio
Público de Transporte Terrestre Automotor Especial que presten el servicio de
transporte turístico tendrán un plazo de dieciocho (18) meses para presentar el
Certificado de Calidad Turística correspondiente.
Parágrafo 2°. Las empresas de Servicio Público de Transporte Terrestre
Automotor Especial que presten el servicio de transporte turístico, para
inscribirse en el Registro Nacional de Turismo o actualizar la inscripción en el
mismo, deberán presentar, además de los requisitos exigidos en las normas
legales y reglamentarias que regulan la materia, el Certificado de Calidad
Turística de que trata el presente artículo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,79,,
DECRETO 1079 DE 2015.pdf,2,,"chivas turísticas y camperos o yipaos podrán ser destinados al transporte
turístico dentro de la jurisdicción municipal, distrital, área metropolitana
legalmente determinada y zonas turísticas aledañas, según reglamentación
establecida por el Ministerio de Transporte y el Ministerio de Comercio,
Industria y Turismo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,80,,"SECCIÓN 12
Controles y condiciones de seguridad en la operación"
DECRETO 1079 DE 2015.pdf,2,,"preventivo. La revisión periódica y el mantenimiento preventivo de los
equipos con los cuales se prestará el servicio es responsabilidad de las
Empresas de Transporte Público Terrestre Automotor Especial legalmente
habilitadas.
Para garantizar el cumplimiento de sus obligaciones en esta materia, dichas
empresas deberán realizar por su cuenta y riesgo el mantenimiento preventivo
del vehículo, para prever fallas que puedan surgir o que surjan durante la
vigencia del contrato de administración de flota y que puedan poner en peligro
la seguridad de los usuarios o la integridad y funcionamiento del vehículo.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,81,,
DECRETO 1079 DE 2015.pdf,2,,"quince (15) días
calendario de los meses de enero y julio de cada año, las Empresas de
Transporte Público Terrestre Automotor Especial legalmente habilitadas
deberán presentar al Ministerio de Transporte y a la Superintendencia de
Puertos y Transporte, los estados financieros firmados y certificados por el
Representante Legal, el Contador y/o el Revisor Fiscal, con corte a diciembre
del año anterior y a junio del respectivo año, en los cuales se refleje la
propiedad de los vehículos de la empresa, los ingresos y gastos, tanto de los
vehículos propios como de terceros, los giros realizados a los propietarios y
locatarios de los auto motores en virtud de lo pactado en los contratos de
administración de flota y los pagos de los salarios, prestaciones sociales y
seguridad social de los conductores.
Dicha información será reportada por las empresas al Ministerio de Transporte
y a la Superintendencia de Puertos y Transporte de conformidad con las
directrices que se impartan para tal efecto. Las Direcciones Territoriales del
Ministerio de Transporte, remitirán a la DIAN y al Ministerio de Trabajo, dentro
de los dos (2) meses siguientes a las fechas límites fijadas para la entrega de
la información por parte de las empresas de Servicio Público de Transporte
Terrestre Automotor Especial.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,82,,
DECRETO 1079 DE 2015.pdf,2,,"objeto de mejorar el control operativo en todo el territorio nacional, facúltese a
las autoridades de tránsito y transporte municipales, distritales,
departamentales y metropolitanas, para verificar la veracidad de la información
contenida en el contrato suscrito por las partes y que la operación de los
vehículos de servicio público de transporte terrestre automotor especial
corresponda con lo señalado en el mismo. Si la autoridad de tránsito y
transporte correspondiente encuentra diferencias entre el contenido del
documento suscrito entre las partes, el extracto de contrato y la operación de
transporte que se realiza, deberá informarlo a la Superintendencia de Puertos y
Transporte para lo de su competencia.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,83,,
DECRETO 1079 DE 2015.pdf,2,,"transporte. Los vehículos destinados a la prestación del Servicio Público de
Transporte Terrestre Automotor Especial deberán cumplir las condiciones de
homologación que el Ministerio de Transporte adopte, con base en estándares
internacionales acreditados, considerando condiciones de materiales, absorción
de impactos, elementos y condiciones de seguridad del equipo y de su uso.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,84,,
DECRETO 1079 DE 2015.pdf,2,,"reparación. Para cada vehículo la empresa conformará un expediente
individual u hoja de vida, cuyo objeto sea mantener un seguimiento
documentado del parque automotor.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,85,,
DECRETO 1079 DE 2015.pdf,2,,"vehículo. Ningún vehículo podrá operar sin contar con el concepto favorable
del departamento técnico de equipos de transporte de la respectiva empresa,
emitido dentro del mes anterior.
La solución sistematizada de control de flota incluirá el mecanismo de control,
así como el referente a los vencimientos de las pólizas de seguros y de la
revisión técnico-mecánica de carácter legal.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,86,,
DECRETO 1079 DE 2015.pdf,2,,"conductores. Todos los conductores de los vehículos vinculados a la empresa,
ya sean de propiedad de la misma, de socios o de terceros deberán tener
contrato de trabajo con la empresa.
Se conformará un expediente individual con cada conductor al servicio de la
empresa en el que se registrarán las situaciones derivadas de su permanencia
en la misma. Los expedientes deberán permanecer bajo guarda en las
instalaciones de la sede principal de la empresa.
Todo aspirante a conductor será evaluado por la empresa o por compañías
especializadas en selección de personal.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,87,,
DECRETO 1079 DE 2015.pdf,2,,"empresas de Servicio Público de Transporte Terrestre Automotor Especial
deberán practicar controles de uso de sustancias psicoactivas a todos los
conductores de la empresa, al menos una vez al mes. La empresa realizará los
controles directamente o a través de empresas que presten el servicio,
haciendo uso de dispositivos y procedimientos homologados para ello.
Todo resultado positivo deberá ser reportado a la Superintendencia de Puertos
y Transporte, para la imposición de las sanciones correspondientes, sin
perjuicio del proceso disciplinario interno correspondiente con arreglo al
reglamento de trabajo. El Ministerio de Transporte definirá las condiciones del
reporte tecnológico en línea de los resultados positivos.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,88,,"SECCIÓN 13
Registro Nacional de Conductores de Servicio de Transporte Especial"
DECRETO 1079 DE 2015.pdf,2,,"Transporte Especial. Desde el 25 de febrero de 2015, créase el Registro
Nacional de Conductores de Transporte Especial, en el cual se registrarán los
datos que identifiquen a la empresa transportadora, al propietario o locatario
del vehículo y al conductor. Cuando el servicio se trate de escolar, también se
registrarán los datos que identifiquen al establecimiento educativo, al adulto
acompañante y las características del vehículo, así como otros datos que el
Ministerio de Educación y el Ministerio de Transporte consideren necesarios
para el control del servicio escolar y de sus vehículos. Esta información será de
carácter público y obligatorio. La obligación de la inscripción en este registro
será requisito para la prestación del servicio.
El certificado de inscripción en el Registro Nacional de Conductores de
Transporte Especial, deberá portarse en los vehículos autorizados cuando se
encuentren prestando el servicio. A este registro tendrá acceso el
establecimiento educativo y los padres de familia.
La inscripción tendrá una vigencia anual y debe ser solicitada por la empresa
habilitada para prestar el Servicio Público de Transporte Terrestre Automotor
Especial o por el director del establecimiento educativo, cuando los servicios
sean proporcionados por el propio establecimiento. El Ministerio de Transporte
reglamentará la implementación del registro.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,89,,"SECCIÓN 14
Régimen de transición"
DECRETO 1079 DE 2015.pdf,2,,"Condiciones para mantener la habilitación. Las empresas que al 25 de
febrero de 2015 cuenten con habilitación vigente para la prestación del
Servicio Público de Transporte Terrestre Automotor Especial, podrán continuar
operando y deberán presentar ante el Ministerio de Transporte los documentos
que acrediten el cumplimiento de los requisitos de habilitación establecidos en
el presente Capítulo, hasta el treinta (30) de junio de 2017, excepto lo que se
refiere al porcentaje de propiedad de los vehículos, conforme a lo señalado en
el siguiente artículo.
Si la empresa presenta la solicitud de manera extemporánea o el Ministerio de
Transporte le niega la habilitación, no podrá continuar prestando el servicio."
DECRETO 1079 DE 2015.pdf,2,,"propiedad de los vehículos. Para las empresas con habilitación vigente al 25
de febrero de 2015, se establece el siguiente esquema de transición para
cumplir el requisito de la propiedad de los vehículos:
Plazo Porcentaje de la
capacidad
A 31 diciembre de transp1o0r%ta dora
2016 vinculada
A 31 diciembre de 15%
2017
A 31 diciembre de 20%
2018
En el evento en que se cumplan los plazos señalados en el presente artículo y
no se acredite el porcentaje de propiedad de los vehículos, se le aplicará el
procedimiento y las sanciones establecidas en las normas que rigen la materia.
(Decreto 348 de 2015,"
DECRETO 1079 DE 2015.pdf,91,,
DECRETO 1079 DE 2015.pdf,2,,"perjuicio de las solicitudes radicadas a partir del 25 de febrero de 2015, las
